id_player,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance
250137395,67,3,2,0,0,0,0,1
250067749,66.5,28,22,0,0,0,0,2
250183519,66,53,37,0,2,0,0,4
250063617,66,41,27,0,4,0,5,1
250146926,66,24,16,0,0,0,0,4
250086789,65.75,74,64,100,1,1,0,4
250171301,65.75,53,35,0,0,0,0,4
250144965,65.75,39,25,0,2,0,0,4
250135068,65,142,93,0,0,0,10,4
250157134,65,83,53,0,0,0,6,4
250112400,64,76,44,33.34,9,3,3,4
250127111,64,46,31,0,1,0,0,4
250054969,64,45,29,0,0,0,2,1
250105612,63,129,78,0,0,0,11,4
250006714,62.5,133,84,0,0,0,27,4
250064273,62.34,20,12,0,0,0,0,3
250177879,62,13,8,0,0,0,0,1
250042631,61.5,88,71,100,1,1,0,4
250189047,61,64,51,25,8,2,1,4
250092194,60.5,16,11,0,1,0,0,2
250183092,60,28,22,0,0,0,0,4
250147342,59.34,53,31,0,2,0,0,3
250174063,59.25,24,14,0,0,0,0,4
250124849,59,60,54,22.23,9,2,3,3
250156459,59,27,17,0,0,0,0,4
250105717,58.34,48,27,50,4,2,0,3
250123428,58.34,14,8,0,2,0,0,3
250141610,58.34,11,9,0,1,0,0,3
250123910,57.75,17,12,0,0,0,0,4
250187143,57.5,52,37,16.67,6,1,0,4
250167111,57.5,44,25,0,1,0,0,4
1902685,57.34,25,22,0,0,0,0,3
250137525,56.5,33,25,0,0,0,0,2
250099459,56,24,17,0,0,0,0,3
107044,55.67,17,14,0,1,0,0,3
250055109,55.67,7,6,0,0,0,0,3
250171045,55.5,24,16,0,2,0,1,2
250067629,55.34,19,12,0,1,0,1,3
250187837,54.67,18,10,0,2,0,0,3
250077453,54.34,26,21,50,4,2,0,3
250160568,54,65,36,50,8,4,0,3
250117471,54,22,20,0,1,0,0,3
250142158,53.34,7,5,0,0,0,0,3
250198119,53,40,30,28.58,7,2,1,3
250198274,52.67,10,8,0,0,0,0,3
250133390,52,29,23,100,1,1,1,3
250105818,50.75,145,81,0,0,0,16,4
250022869,50,19,10,0,0,0,0,4
250181082,50,13,13,0,0,0,1,2
250144288,50,12,6,16.67,6,1,0,1
250161761,50,9,9,0,0,0,0,2
250198122,50,6,3,0,0,0,0,1
250187899,50,4,3,0,1,0,0,3
250200307,50,4,2,0,0,0,0,1
250004986,50,4,2,0,0,0,0,1
250042521,50,2,2,0,0,0,0,2
250138623,50,2,1,0,1,0,0,1
250187620,47.34,7,5,0,0,0,0,3
250134728,46,78,71,20,5,1,4,2
250088320,44.5,29,25,0,1,0,0,2
250079112,44,61,27,0,0,0,8,2
250177423,44,25,22,0,0,0,0,2
250089276,43,14,12,0,0,0,0,2
250058044,42.5,34,28,0,1,0,1,2
250115948,41,67,54,100,1,1,1,2
250178782,40.5,32,26,0,1,0,1,2
250029862,40,5,4,0,0,0,0,2
250126267,40,5,4,0,0,0,0,2
250117415,38,30,22,0,0,0,3,2
250134190,37.5,6,3,0,0,0,0,2
250193506,36.5,16,11,100,1,1,0,2
1909868,33.5,9,6,0,1,0,0,2
250170137,33,6,2,0,0,0,0,1
250138982,22.34,3,2,0,0,0,0,3
250183510,20,5,1,0,0,0,0,1
250123020,0,2,0,0,0,0,0,1
250097935,0,2,0,0,0,0,0,1
250159294,0,1,0,0,0,0,0,1
250186116,0,1,0,0,0,0,0,1
250104128,0,1,0,0,0,0,0,1
250197800,0,0,0,0,1,0,0,1
250134952,0,0,0,0,0,0,0,1
93443,,,,0,,,,
69178,,,,0,,,,
250204164,,,,0,,,,
250202692,,,,0,,,,
250201731,,,,0,,,,
250201718,,,,0,,,,
250200248,,,,0,,,,
250199905,,,,0,,,,
250199900,,,,0,,,,
250199899,,,,0,,,,
250199543,,,,0,,,,
250199225,,,,0,,,,
250198502,,,,0,,,,
250198498,,,,0,,,,
250197866,,,,0,,,,
250196593,,,,0,,,,
250196587,,,,0,,,,
250196584,,,,0,,,,
250196581,,,,0,,,,
250196544,,,,0,,,,
250196542,,,,0,,,,
250195173,,,,0,,,,
250194271,,,,0,,,,
250193410,,,,0,,,,
250192873,,,,0,,,,
250192699,,,,0,,,,
250192639,,,,0,,,,
250192405,,,,0,,,,
250192269,,,,0,,,,
250190780,,,,0,,,,
250190776,,,,0,,,,
250190774,,,,0,,,,
250190375,,,,0,,,,
250190232,,,,0,,,,
250190117,,,,0,,,,
250189610,,,,0,,,,
250189230,,,,0,,,,
250189174,,,,0,,,,
250189136,,,,0,,,,
250188470,,,,0,,,,
250188129,,,,0,,,,
250187771,,,,0,,,,
250185049,,,,0,,,,
250184504,,,,0,,,,
250183894,,,,0,,,,
250183341,,,,0,,,,
250182971,,,,0,,,,
250180112,,,,0,,,,
250180111,,,,0,,,,
250180059,,,,0,,,,
250179734,,,,0,,,,
250179137,,,,0,,,,
250179078,,,,0,,,,
250178085,,,,0,,,,
250178076,,,,0,,,,
250177933,,,,0,,,,
250177819,,,,0,,,,
250177612,,,,0,,,,
250177593,,,,0,,,,
250177433,,,,0,,,,
250177426,,,,0,,,,
250177381,,,,0,,,,
250177259,,,,0,,,,
250176532,,,,0,,,,
250176488,,,,0,,,,
250176477,,,,0,,,,
250176229,,,,0,,,,
250176213,,,,0,,,,
250176212,,,,0,,,,
250176188,,,,0,,,,
250176181,,,,0,,,,
250174995,,,,0,,,,
250174331,,,,0,,,,
250173127,,,,0,,,,
250172534,,,,0,,,,
250171662,,,,0,,,,
250171659,,,,0,,,,
250171100,,,,0,,,,
250170952,,,,0,,,,
250170141,,,,0,,,,
250170133,,,,0,,,,
250169918,,,,0,,,,
250169894,,,,0,,,,
250169891,,,,0,,,,
250169577,,,,0,,,,
250169576,,,,0,,,,
250168729,,,,0,,,,
250168060,,,,0,,,,
250166787,,,,0,,,,
250165547,,,,0,,,,
250164989,,,,0,,,,
250164860,,,,0,,,,
250164853,,,,0,,,,
250164740,,,,0,,,,
250164626,,,,0,,,,
250164169,,,,0,,,,
250164068,,,,0,,,,
250164054,,,,0,,,,
250163658,,,,0,,,,
250163505,,,,0,,,,
250163224,,,,0,,,,
250162627,,,,0,,,,
250162176,,,,0,,,,
250160990,,,,0,,,,
250160835,,,,0,,,,
250154332,,,,0,,,,
250154301,,,,0,,,,
250153773,,,,0,,,,
250153677,,,,0,,,,
250153412,,,,0,,,,
250153408,,,,0,,,,
250150470,,,,0,,,,
250148144,,,,0,,,,
250139387,,,,0,,,,
250139028,,,,0,,,,
250138956,,,,0,,,,
250138950,,,,0,,,,
250138635,,,,0,,,,
250138286,,,,0,,,,
250138239,,,,0,,,,
250137521,,,,0,,,,
250135608,,,,0,,,,
250135499,,,,0,,,,
250135497,,,,0,,,,
250129928,,,,0,,,,
250129831,,,,0,,,,
250128898,,,,0,,,,
250127502,,,,0,,,,
250127149,,,,0,,,,
250127130,,,,0,,,,
250124400,,,,0,,,,
250123440,,,,0,,,,
250119144,,,,0,,,,
250118962,,,,0,,,,
250118787,,,,0,,,,
250117408,,,,0,,,,
250116069,,,,0,,,,
250113263,,,,0,,,,
250112488,,,,0,,,,
250109859,,,,0,,,,
250109381,,,,0,,,,
250109378,,,,0,,,,
250108031,,,,0,,,,
250106979,,,,0,,,,
250106880,,,,0,,,,
250105664,,,,0,,,,
250104101,,,,0,,,,
250103498,,,,0,,,,
250101698,,,,0,,,,
250096761,,,,0,,,,
250088389,,,,0,,,,
250088122,,,,0,,,,
250088117,,,,0,,,,
250087542,,,,0,,,,
250086637,,,,0,,,,
250082738,,,,0,,,,
250082625,,,,0,,,,
250081634,,,,0,,,,
250079522,,,,0,,,,
250074072,,,,0,,,,
250070418,,,,0,,,,
250069830,,,,0,,,,
250067821,,,,0,,,,
250066521,,,,0,,,,
250065307,,,,0,,,,
250064310,,,,0,,,,
250061507,,,,0,,,,
250058260,,,,0,,,,
250058121,,,,0,,,,
250056735,,,,0,,,,
250042778,,,,0,,,,
250041563,,,,0,,,,
250040599,,,,0,,,,
250022366,,,,0,,,,
250017814,,,,0,,,,
250015753,,,,0,,,,
250011071,,,,0,,,,
250000104,,,,0,,,,
108501,,,,0,,,,
103827,,,,0,,,,
101585,,,,0,,,,
